Establishments,Address,City,Zip,County,Type,Date,Violations/COS
"Applebee's Neighborhood Grill and Bar (N025058)","900 Churchman's Road","Newark","19713","New Castle County","Routine","06/24/2010","3-304.11 /No, 3-501.16 /No, 3-501.17 /No, 4-501.111 /No"
"Applebee's Neighborhood Grill and Bar (N025058)","900 Churchman's Road","Newark","19713","New Castle County","Routine","06/20/2011","4-101.11 /Yes"
"Applebee's Neighborhood Grill and Bar (N025058)","900 Churchman's Road","Newark","19713","New Castle County","Complaint","02/06/2012","None"
"Applebee's Neighborhood Grill and Bar (N025058)","900 Churchman's Road","Newark","19713","New Castle County","Routine","04/30/2012","5-403.11 /Yes, 3-501.14 /Yes"
"Applebee's Neighborhood Grill and Bar (N025058)","900 Churchman's Road","Newark","19713","New Castle County","Routine","10/08/2012","None"
"Applebee's Neighborhood Grill and Bar (N025058)","900 Churchman's Road","Newark","19713","New Castle County","Routine","04/16/2013","None"
"Applebee's Neighborhood Grill and Bar (N025058)","900 Churchman's Road","Newark","19713","New Castle County","Complaint","04/08/2014","None"
"Applebee's Neighborhood Grill and Bar (N025058)","900 Churchman's Road","Newark","19713","New Castle County","Routine","10/13/2014","None"
"Applebee's Neighborhood Grill and Bar (N025058)","900 Churchman's Road","Newark","19713","New Castle County","Routine","04/07/2015","4-501.17 /Yes, 6-501.111 /Yes, 3-501.19 /Yes"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","06/19/2007","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","06/11/2008","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","03/12/2009","5-205.15 /No"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Followup","03/23/2009","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","09/21/2009","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","03/11/2010","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","09/27/2010","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","08/23/2011","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","02/02/2012","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","08/21/2012","3-501.14 /No"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Followup","08/29/2012","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","08/28/2013","3-501.16 /Yes"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","02/25/2014","6-301.11 /Yes"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","08/18/2014","None"
"Applebee's Neighborhood Grill and Bar (N035498)","2470 Pulaski Highway","Glasgow","19702","New Castle County","Routine","02/16/2015","3-501.19 /Yes, 6-501.115 /Yes"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","11/05/2007","3-501.16 /Yes, 4-703.11 /No, 5-205.15 /No"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Followup","11/15/2007","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","11/03/2008","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","07/27/2009","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Followup","12/14/2009","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","04/01/2010","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","09/27/2010","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","09/08/2011","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","01/26/2012","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","07/16/2012","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","02/13/2013","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","08/09/2013","3-501.16 /Yes, 3-301.11 /Yes, 5-205.11 /Yes"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","03/14/2014","3-404.11 /Yes, 3-301.11 /Yes, 4-501.116 /No"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Followup","03/24/2014","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","09/25/2014","None"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Routine","03/30/2015","5-304.11 /No"
"Applebee's Neighborhood Grill and Bar (N046153)","1600 Rocky Run Parkway","Wilmington","19803","New Castle County","Followup","04/06/2015","None"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","01/25/2007","4-703.11"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Followup","03/20/2007","4-703.11"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","01/05/2009","None"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","07/22/2009","4-702.11 /Yes"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","01/27/2010","4-501.111 /Yes"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","08/09/2010","4-703.11 /Yes"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","02/04/2011","None"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","09/02/2011","None"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","01/29/2013","None"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","07/01/2013","None"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","01/10/2014","None"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","08/26/2014","2-201.11 /Yes"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Followup","09/02/2014","None"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","02/26/2015","None"
"Applebee's Neighborhood Grill and Bar (N046206)","320 Dove Run Centre Boulevard","Middletown","19709","New Castle County","Routine","09/01/2015","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","03/26/2008","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","03/09/2009","2-301.14 /Yes, 4-601.11 /Yes"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","08/20/2009","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Complaint","01/07/2010","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","03/05/2010","3-501.16 /Yes"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","08/30/2011","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","02/09/2012","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","08/16/2012","5-204.11 /Yes, 3-301.12 /Yes"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","02/20/2013","3-501.17 /Yes"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","09/10/2013","3-501.16 /No, 3-301.11 /No, 5-205.11 /No"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","03/31/2014","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Followup","04/04/2014","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Complaint","06/20/2014","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Complaint","08/12/2014","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Followup","08/21/2014","None"
"Applebee's Neighborhood Grill and Bar (N087741)","4301 Kirkwood Highway","Wilmington","19808","New Castle County","Routine","10/31/2014","6-501.111 /Yes"
"Applebee's Neighborhood Grill and Bar (S025262)","791 North Dual Highway","Seaford","19973","Sussex","Routine","06/05/2007","None"
"Applebee's Neighborhood Grill and Bar (S025262)","791 North Dual Highway","Seaford","19973","Sussex","Routine","11/28/2007","4-501.114 /Yes, 4-601.111 /Yes"
"Applebee's Neighborhood Grill and Bar (S025262)","791 North Dual Highway","Seaford","19973","Sussex","Followup","12/19/2007","None"
"Applebee's Neighborhood Grill and Bar (S025262)","791 North Dual Highway","Seaford","19973","Sussex","Routine","06/16/2008","None"
"Applebee's Neighborhood Grill and Bar (S025262)","791 North Dual Highway","Seaford","19973","Sussex","Routine","12/04/2008","None"
"Applebee's Neighborhood Grill and Bar (S025262)","791 North Dual Highway","Seaford","19973","Sussex","Routine","06/22/2015","None"
"Applebee's Neighborhood Grill and Bar (S025284)","1270 Ocean Outlets","Rehoboth Beach","19971","Sussex","Routine","08/30/2007","3-501.16 /Yes"
"Applebee's Neighborhood Grill and Bar (S025284)","1270 Ocean Outlets","Rehoboth Beach","19971","Sussex","Routine","02/25/2008","None"
"Applebee's Neighborhood Grill and Bar (S025284)","1270 Ocean Outlets","Rehoboth Beach","19971","Sussex","Complaint","06/27/2008","None"
"Applebee's Neighborhood Grill and Bar (S025284)","1270 Ocean Outlets","Rehoboth Beach","19971","Sussex","Routine","10/27/2008","4-501.114 /No"
"Applebee's Neighborhood Grill and Bar (S025284)","1270 Ocean Outlets","Rehoboth Beach","19971","Sussex","Followup","11/03/2008","None"
"Applebee's Neighborhood Grill and Bar (S087921)","1270 Ocean Outlets","Rehoboth Beach","19971","Sussex","Routine","05/05/2009","7-201.11 /Yes"
"Applebee's Neighborhood Grill and Bar (S087921)","1270 Ocean Outlets","Rehoboth Beach","19971","Sussex","Routine","11/02/2009","4-501.114 /Yes"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Routine","05/06/2010","3-301.12 /Yes"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Routine","11/23/2010","None"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Routine","11/14/2011","None"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Routine","05/15/2012","4-501.114 /Yes"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Routine","11/07/2012","None"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Routine","05/16/2013","None"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Routine","11/12/2013","None"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Routine","11/18/2014","2-101.11 /No"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Followup","11/20/2014","None"
"Applebee's Neighborhood Grill and Bar (S087921)","36501 Seaside Outlet Boulevard","Rehoboth Beach","19971","Sussex","Routine","05/19/2015","3-501.19 /No"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","12/04/2008","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","06/03/2009","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","12/03/2009","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","05/17/2010","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","11/17/2010","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","11/09/2011","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","05/14/2012","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","11/19/2012","3-501.14 /Yes"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","06/10/2013","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Followup","01/06/2014","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","06/19/2014","None"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Routine","12/18/2014","4-501.114 /No, 4-501.112 /No"
"Applebee's Neighborhood Grill and Bar (S087922)","791 North Dual Highway","Seaford","19973","Sussex","Followup","12/29/2014","None"
"Appleton Catering","1319 Newport Gap Pike","Wilmington","19804","New Castle County","Routine","02/05/2008","3-301.11 /Yes, 3-501.18 /Yes"
"Appleton Catering","1319 Newport Gap Pike","Wilmington","19804","New Castle County","Routine","02/19/2009","4-601.11 /No"
"Appleton Catering","1319 Newport Gap Pike","Wilmington","19804","New Castle County","Followup","02/27/2009","None"
"Appleton Catering","1319 Newport Gap Pike","Wilmington","19804","New Castle County","Routine","02/22/2010","2-401.11 /Yes"
"Appleton Catering","1319 Newport Gap Pike","Wilmington","19804","New Castle County","Routine","04/30/2012","4-204.111 /No, 5-204.11 /No, 3-502.12 /No"
"Appleton Catering","1319 Newport Gap Pike","Wilmington","19804","New Castle County","Followup","05/07/2012","None"
"Appleton Catering","1319 Newport Gap Pike","Wilmington","19804","New Castle County","Routine","04/22/2013","None"
"Appleton Catering","1319 Newport Gap Pike","Wilmington","19804","New Castle County","Routine","04/28/2014","4-501.17 /No, 3-501.18 /No"
"Appleton Catering","1319 Newport Gap Pike","Wilmington","19804","New Castle County","Followup","05/05/2014","None"
"Appleton Catering of New Castle","110 North Dupont Highway","New Castle","19720","New Castle County","Other","07/13/2009","None"
"Appleton Catering of New Castle","110 North Dupont Highway","New Castle","19720","New Castle County","Routine","08/21/2009","None"
"Appleton Catering of New Castle","110 North Dupont Highway","New Castle","19720","New Castle County","Routine","03/19/2010","None"
"Appleton Catering of New Castle","110 North Dupont Highway","New Castle","19720","New Castle County","Followup","10/24/2011","3-302.11 /No"
"Applied Bank Coffee Money Café","4161 Highway One","Rehoboth Beach","19951","Sussex","Other","10/12/2009","None"
"Applied Bank Coffee Money Café","4161 Route 1","Rehoboth Beach","19951","Sussex","Routine","06/09/2011","None"
"Applied Bank Coffee Money Café","4161 Route 1","Rehoboth Beach","19951","Sussex","Routine","06/12/2012","None"
"Appoquinimink Early Childhood Center (N129747)","502 S Broad St","Middletown","19709","New Castle County","Other","08/24/2012","None"
"Appoquinimink Early Childhood Center (N129747)","502 S Broad St","Middletown","19709","New Castle County","Routine","09/28/2012","None"
"Appoquinimink Early Childhood Center (N129747)","502 S Broad St","Middletown","19709","New Castle County","Routine","05/21/2013","None"
"Appoquinimink Early Childhood Center (N129747)","502 S Broad St","Middletown","19709","New Castle County","Routine","12/13/2013","None"
"Appoquinimink Early Childhood Center (N129747)","502 S Broad St","Middletown","19709","New Castle County","Routine","08/27/2014","None"
"Appoquinimink Early Childhood Center (N129747)","502 S Broad St","Middletown","19709","New Castle County","Routine","02/27/2015","None"
"Appoquinimink Elementary School","1070 Bunker Hill Road","Middletown","19709","New Castle County","Other","06/22/2009","None"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","04/15/2008","None"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","03/19/2009","None"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","09/23/2009","None"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","09/22/2010","None"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","10/04/2011","None"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","03/13/2012","4-501.114 /No"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","10/22/2012","None"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","04/25/2013","2-201.11 /No"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","03/27/2014","None"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","10/13/2014","None"
"Appoquinimink High School - Culinary Arts Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","04/29/2015","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","04/15/2008","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","10/16/2008","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","03/19/2009","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","09/23/2009","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","03/24/2010","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","06/06/2011","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","10/04/2011","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","03/13/2012","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","05/31/2012","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","09/21/2012","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","04/25/2013","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","11/06/2013","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","03/27/2014","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","10/13/2014","None"
"Appoquinimink High School - Main Kitchen","1080 Bunker Hill Road","Middletown","19709","New Castle County","Routine","04/02/2015","None"
"Aqua Grill","57 Baltimore Avenue","Rehoboth Beach","19971","Sussex","Routine","05/11/2007","None"
"Aqua Grill","57 Baltimore Avenue","Rehoboth Beach","19971","Sussex","Routine","06/13/2008","None"
"Aqua Grill","57 Baltimore Avenue","Rehoboth Beach","19971","Sussex","Routine","06/12/2009","4-501.111 /Yes"
"Aqua Grill","57 Baltimore Avenue","Rehoboth Beach","19971","Sussex","Routine","06/18/2010","None"
"Aqua Grill","57 Baltimore Avenue","Rehoboth Beach","19971","Sussex","Routine","06/30/2011","None"
"Aqua Grill","57 Baltimore Avenue","Rehoboth Beach","19971","Sussex","Routine","07/06/2012","4-501.114 /Yes, 3-502.12 /Yes"
"Aqua Grill","57 Baltimore Avenue","Rehoboth Beach","19971","Sussex","Routine","08/23/2013","None"
"Aqua Grill","57 Baltimore Avenue","Rehoboth Beach","19971","Sussex","Routine","06/20/2014","4-501.17 /Yes"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","10/07/2009","None"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","04/01/2010","None"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","10/05/2010","None"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","03/30/2012","5-204.11 /No, 5-403.11 /No"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Followup","04/05/2012","None"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","09/14/2012","None"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","03/28/2013","5-204.11 /Yes, 5-403.11 /Yes, 7-101.11 /Yes"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","09/24/2013","6-301.12 /Yes"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","03/27/2014","6-301.12 /Yes"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","09/26/2014","3-501.19 /Yes"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","03/27/2015","6-501.111 /Yes, 3-501.19 /Yes"
"Aqua Sol","3006 Summit Harbour","Bear","19701","New Castle County","Routine","08/13/2015","None"
"Aquatic Resource Center","4876 Hay Point Landing Road","Smyrna","19977","Kent","Routine","03/19/2007","None"
"Aquatic Resource Center","4876 Hay Point Landing Road","Smyrna","19977","Kent","Routine","04/04/2008","None"
"Aquatic Resource Center","4876 Hay Point Landing Road","Smyrna","19977","Kent","Routine","03/18/2009","None"
"Aquatic Resource Center","4876 Hay Point Landing Road","Smyrna","19977","Kent","Other","04/07/2009","None"
"Arby's (K014407)","1200 Forrest Avenue","Dover","19901","Kent","Routine","10/23/2007","None"
"Arby's (K014407)","1200 Forrest Avenue","Dover","19901","Kent","Routine","09/09/2008","None"
"Arby's (K014407)","1200 Forrest Avenue","Dover","19901","Kent","Routine","03/17/2009","None"
"Arby's (K014407)","1200 Forrest Avenue","Dover","19901","Kent","Routine","09/18/2009","None"
"Arby's (K014407)","1200 Forrest Avenue","Dover","19901","Kent","Routine","07/06/2010","None"
"Arby's (K014407)","1200 Forrest Avenue","Dover","19901","Kent","Routine","02/23/2011","None"
"Arby's (K014407)","1200 Forrest Avenue","Dover","19901","Kent","Routine","01/17/2012","None"
"Arby's (K014407)","1200 Forrest Avenue","Dover","19901","Kent","Routine","02/11/2013","None"
"Arby's (K014407)","1200 Forrest Avenue","Dover","19901","Kent","Routine","02/06/2014","None"
"Arby's (K066729)","697 North Dupont Highway","Milford","19963","Kent","Routine","02/05/2007","None"
"Arby's (K066729)","697 North Dupont Highway","Milford","19963","Kent","Routine","10/22/2007","None"
"Arby's (K066729)","697 North Dupont Highway","Milford","19963","Kent","Routine","09/17/2008","2-401.11 /Yes, 7-101.11 /Yes"
"Arby's (K066729)","697 North Dupont Highway","Milford","19963","Kent","Routine","03/27/2009","None"
"Arby's (K066729)","697 North Dupont Highway","Milford","19963","Kent","Routine","07/07/2009","3-501.16 /No"
"Arby's (K066729)","697 North Dupont Highway","Milford","19963","Kent","Followup","07/14/2009","None"
"Arby's (K066729)","697 North Dupont Highway","Milford","19963","Kent","Routine","01/29/2010","None"
"Arby's (K067064)","705 North Dupont Highway","Dover","19901","Kent","Routine","04/16/2007","3-501.16 , 3-501.18 , 4-601.11"
"Arby's (K067064)","705 North Dupont Highway","Dover","19901","Kent","Followup","04/24/2007","None"
"Arby's (K067064)","705 North Dupont Highway","Dover","19901","Kent","Routine","11/19/2007","3-501.16 /No, 4-601.11 /No"
"Arby's (K067064)","705 North Dupont Highway","Dover","19901","Kent","Followup","11/26/2007","None"
"Arby's (K067064)","705 North Dupont Highway","Dover","19901","Kent","Routine","05/09/2008","None"
"Arby's (K067064)","705 North Dupont Highway","Dover","19901","Kent","Routine","11/14/2008","None"
"Arby's (K067064)","705 North Dupont Highway","Dover","19901","Kent","Routine","06/15/2009","3-304.11 /Yes"
"Arby's (K067064)","705 North Dupont Highway","Dover","19901","Kent","Routine","07/26/2010","None"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Routine","02/05/2007","2-401.11 , 4-601.11 , 7-201.11"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Routine","02/21/2008","7-101.11 /Yes"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Followup","03/06/2008","None"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Routine","02/18/2009","7-101.11 /Yes"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Routine","11/10/2009","None"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Routine","11/19/2010","None"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Routine","11/21/2011","None"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Routine","11/19/2012","3-501.14 /No, 4-201.12 /No"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Followup","11/26/2012","3-501.14 /No"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Routine","06/10/2013","None"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Routine","08/20/2014","3-501.19 /No"
"Arby's (K993572)","16994 South Dupont Highway","Harrington","19952","Kent","Followup","09/05/2014","None"
"Arby's (N045749)","101 Sandhill Drive","Middletown","19709","New Castle County","Routine","01/24/2008","3-501.16 /No"
