Establishments,Address,City,Zip,County,Type,Date,Violations/COS
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","04/26/2007","3-501.17"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","05/14/2008","3-501.17 /No"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Other","03/09/2009","None"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","04/07/2010","None"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","07/14/2010","3-501.16 /Yes"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","01/11/2011","None"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","10/04/2011","3-301.11 /No, 3-302.11 /No"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Followup","10/06/2011","None"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","03/23/2012","3-501.17 /Yes, 3-301.12 /Yes"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","09/13/2012","3-301.12 /No, 7-101.11 /Yes, 3-501.16 /No"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Followup","09/19/2012","None"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Other","04/24/2013","None"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","05/08/2013","None"
"A & G Steak Out","501 West 9th Street","Wilmington","19801","New Castle County","Routine","12/03/2013","3-501.18 /Yes"
"A & H Hot Bagels, Inc.","28 Georgetown Plaza","Georgetown","19947","Sussex","Routine","01/22/2007","3-302.11"
"A & H Hot Bagels, Inc.","28 Georgetown Plaza","Georgetown","19947","Sussex","Routine","08/03/2007","None"
"A & H Hot Bagels, Inc.","28 Georgetown Plaza","Georgetown","19947","Sussex","Routine","08/04/2008","None"
"A & H Hot Bagels, Inc.","28 Georgetown Plaza","Georgetown","19947","Sussex","Routine","05/22/2009","4-501.114 /Yes, 5-205.15 /No"
"A & H Hot Bagels, Inc.","28 Georgetown Plaza","Georgetown","19947","Sussex","Followup","05/29/2009","None"
"A & H Hot Bagels, Inc.","28 Georgetown Plaza","Georgetown","19947","Sussex","Routine","03/16/2010","3-202.11 /Yes"
"A & H Hot Bagels, Inc.","28 Georgetown Plaza","Georgetown","19947","Sussex","Followup","04/21/2010","None"
"A & H Hot Bagels, Inc.","28 Georgetown Plaza","Georgetown","19947","Sussex","Followup","04/29/2010","None"
"A & J Jamaican Cuisine","2709 North Market Street","Wilmington","19802","New Castle County","Routine","01/04/2008","None"
"A & J Jamaican Cuisine","2709 North Market Street","Wilmington","19802","New Castle County","Routine","01/08/2009","None"
"A & J Jamaican Cuisine","2709 North Market Street","Wilmington","19802","New Castle County","Routine","07/22/2009","None"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","07/16/2007","None"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","07/31/2008","None"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","04/24/2009","7-101.11 /Yes"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","10/09/2009","None"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","04/08/2010","None"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","06/23/2011","None"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","12/16/2011","None"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","07/27/2012","None"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","01/11/2013","None"
"A & R Bakery","701 North Broad Street","Middletown","19709","New Castle County","Routine","07/10/2015","None"
"A & R General Store","32665 Oak Orchard Road","Millsboro","19966","Sussex","Routine","02/28/2007","None"
"A & R General Store","32665 Oak Orchard Road","Millsboro","19966","Sussex","Routine","07/03/2014","3-301.11 /No, 7-102.11 /Yes, 4-302.14 /No, 2-201.11 /Yes, 3-302.11 /No, 4-702.11 /Yes, 5-205.15 /No"
"A & S Country Grill","1373 Hammondtown Road","Harrington","19952","Kent","Routine","11/02/2007","None"
"A & S Country Grill","1373 Hammondtown Road","Harrington","19952","Kent","Routine","12/18/2008","None"
"A & S Country Grill","1373 Hammondtown Road","Harrington","19952","Kent","Routine","09/29/2009","None"
"A & S Country Grill","1373 Hammondtown Road","Harrington","19952","Kent","Routine","09/14/2010","None"
"A & S Country Grill","1373 Hammondtown Road","Harrington","19952","Kent","Routine","09/12/2011","None"
"A & S Country Grill","1373 Hammondtown Road","Harrington","19952","Kent","Routine","06/26/2012","None"
"A & S Country Grill","1373 Hammondtown Road","Harrington","19952","Kent","Routine","09/09/2013","None"
"A & S Country Grill","1373 Hammondtown Road","Harrington","19952","Kent","Routine","09/16/2014","None"
"A Muse (S129601)","44 Baltimore Ave","Rehoboth Beach","19971","Sussex","Other","05/08/2012","None"
"A Muse (S129601)","44 Baltimore Ave","Rehoboth Beach","19971","Sussex","Routine","06/21/2012","3-501.14 /Yes, 8-103.12 /Yes, 3-502.12 /Yes"
"A Muse (S129601)","44 Baltimore Ave","Rehoboth Beach","19971","Sussex","Routine","01/04/2013","3-501.14 /Yes, 4-501.114 /Yes"
"A Muse (S129601)","44 Baltimore Ave","Rehoboth Beach","19971","Sussex","Routine","01/24/2013","3-303.11 /Yes"
"A Muse (S129601)","44 Baltimore Ave","Rehoboth Beach","19971","Sussex","Routine","07/19/2013","None"
"A Muse (S129601)","44 Baltimore Ave","Rehoboth Beach","19971","Sussex","Routine","07/31/2014","3-603.11 /No"
"A Muse (S129601)","44 Baltimore Ave","Rehoboth Beach","19971","Sussex","Routine","01/22/2015","4-703.11 /Yes"
"A Muse (S129601)","44 Baltimore Ave","Rehoboth Beach","19971","Sussex","Routine","08/05/2015","None"
"A Piece of Ireland","2-3 Chesmar Plaza","Newark","19713","New Castle County","Routine","10/10/2007","4-202.11 /Yes"
"A Piece of Ireland","2-3 Chesmar Plaza","Newark","19713","New Castle County","Routine","02/25/2009","3-501.16 /Yes"
"A Piece of Ireland","2-3 Chesmar Plaza","Newark","19713","New Castle County","Routine","10/07/2009","3-301.11 /Yes"
"A Piece of Ireland","2-3 Chesmar Plaza","Newark","19713","New Castle County","Routine","03/31/2010","3-302.11 /No, 3-401.11 /No, 3-501.14 /No, 3-501.16 /No, 3-501.18 /No, 4-601.11 /No, 4-702.11 /Yes"
"A Piece of Ireland","2-3 Chesmar Plaza","Newark","19713","New Castle County","Followup","04/09/2010","3-401.11 /No, 3-501.14 /No, 4-702.11 /Yes"
"A Piece of Ireland","2-3 Chesmar Plaza","Newark","19713","New Castle County","Followup","04/16/2010","3-501.14 /No"
"A Piece of Ireland","2-3 Chesmar Plaza","Newark","19713","New Castle County","Followup","04/23/2010","None"
"A Piece of Ireland","2-3 Chesmar Plaza","Newark","19713","New Castle County","Routine","10/21/2010","None"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Routine","10/13/2011","6-301.11 /Yes, 6-301.12 /Yes"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Routine","04/19/2012","3-501.16 /No, 2-102.11 /No, 5-403.11 /No"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Followup","04/27/2012","None"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Routine","10/16/2012","5-205.14 /No"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Followup","11/01/2012","None"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Routine","04/01/2013","5-403.11 /Yes"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Routine","09/30/2013","6-301.11 /Yes"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Routine","03/31/2014","None"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Routine","09/25/2014","None"
"A Plus Z Little Creek Deli","611 West 7th Street","Laurel","19956","Sussex","Routine","03/11/2015","4-501.111 /No, 6-501.15 /No, 3-501.19 /No"
"A Taste Of India","348 North Dupont Highway","Dover","19901","Kent","Routine","04/11/2007","3-302.11 , 3-501.14 , 3-501.16 , 3-501.17 , 4-601.11 , 7-202.11"
"A Taste Of India","348 North Dupont Highway","Dover","19901","Kent","Followup","04/18/2007","None"
"A Taste Of India","348 North Dupont Highway","Dover","19901","Kent","Routine","10/11/2007","3-302.11 /No, 3-501.17 /No, 4-601.11 /No"
"A Taste Of India","348 North Dupont Highway","Dover","19901","Kent","Complaint","10/11/2007","None"
"A Taste Of India","348 North Dupont Highway","Dover","19901","Kent","Followup","10/18/2007","None"
"A Taste of Italy (K129574)","4317 Forrest Ave.","Dover","19904","Kent","Other","04/12/2012","None"
"A Taste of Italy (K129574)","4317 Forrest Ave.","Dover","19904","Kent","Routine","08/10/2012","None"
"A Taste of Italy (K129574)","4317 Forrest Ave.","Dover","19904","Kent","Routine","02/08/2013","None"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Other","11/17/2010","None"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","01/12/2011","3-501.16 /Yes, 2-201.11 /No, 3-304.11 /No"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Followup","01/20/2011","None"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","08/01/2011","3-501.14 /No"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Followup","08/08/2011","None"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","02/16/2012","3-304.11 /Yes"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","07/18/2012","3-403.11 /Yes"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","12/12/2012","3-501.14 /Yes, 5-204.11 /Yes, 5-403.11 /Yes"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Followup","12/19/2012","3-501.14 /Yes"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","07/10/2013","None"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","01/15/2014","2-201.11 /No, 6-301.11 /No, 6-301.12 /Yes"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Followup","01/23/2014","None"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Complaint","06/30/2014","None"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","07/08/2014","6-301.11 /No, 6-301.12 /No, 3-301.11 /No, 4-302.14 /No, 2-301.14 /No"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Followup","07/28/2014","None"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","01/13/2015","3-501.19 /No, 2-201.11 /No, 4-501.114"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Followup","01/20/2015","None"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Routine","08/25/2015","3-501.19 /No, 4-703.11 /No, 5-205.15 /No"
"A Touch of Italy Salumera & Pasticerria (S108970)","101 2nd St","Rehoboth Beach","19971","Sussex","Followup","09/01/2015","None"
"A' Latte Soul (S150846)","500 S Walnut St.","Lewes","19958","Sussex","Routine","05/05/2015","None"
"A-1 Deli & Groceries (N139939)","215 W 4th St.","Wilmington","19801","New Castle County","Routine","01/30/2013","None"
"A-1 Deli & Groceries (N139939)","215 W 4th St.","Wilmington","19801","New Castle County","Routine","09/03/2013","3-501.18 /Yes, 6-301.12 /Yes, 3-501.17 /Yes, 4-302.14 /Yes"
"A-1 Deli & Groceries (N151032)","215 W 4th St.","Wilmington","19801","New Castle County","Routine","09/03/2015","None"
"A-1 Deli & Grocery (N130284)","215 W 4th St.","Wilmington","19801","New Castle County","Routine","11/27/2013","None"
"A-1 Deli & Grocery (N130284)","215 W 4th St.","Wilmington","19801","New Castle County","Routine","09/26/2014","6-501.15 /No"
"A-1 Deli & Grocery (N130284)","215 W 4th St.","Wilmington","19801","New Castle County","Followup","10/06/2014","6-501.15 /No"
"A-1 Groceries (N119190)","215 West 4th Street","Wilmington","19801","New Castle County","Routine","10/12/2011","None"
"A-1 Groceries (N119190)","215 West 4th Street","Wilmington","19801","New Castle County","Followup","10/19/2011","None"
"A-1 Groceries (N119190)","215 West 4th Street","Wilmington","19801","New Castle County","Routine","05/09/2012","None"
"A-1 Groceries (N119190)","215 West 4th Street","Wilmington","19801","New Castle County","Routine","11/07/2012","3-301.12 /No, 4-501.114 /No, 3-501.16 /No, 4-204.111 /No, 5-403.11 /No"
"A-1 Groceries (N119190)","215 West 4th Street","Wilmington","19801","New Castle County","Followup","11/14/2012","None"
"A-1 Groceries (N119190)","215 West 4th Street","Wilmington","19801","New Castle County","Routine","05/19/2015","6-501.111 /Yes"
"A.I DuPont Hospital for Children","1600 Rockland Rd.","Wilmington","19803","New Castle County","Routine","11/09/2010","None"
"A.I DuPont Hospital for Children","1600 Rockland Rd.","Wilmington","19803","New Castle County","Routine","11/30/2011","3-404.11 /Yes, 3-501.16 /Yes"
"A.I DuPont Hospital for Children","1600 Rockland Rd.","Wilmington","19803","New Castle County","Routine","11/19/2012","3-301.12 /Yes, 4-501.114 /Yes"
"A.I DuPont Hospital for Children","1600 Rockland Rd.","Wilmington","19803","New Castle County","Routine","06/03/2015","3-602.11 /No"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","03/06/2007","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","03/06/2007","3-501.16 , 4-601.11"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","05/23/2007","2-301.14 , 4-102.11"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","09/19/2007","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","03/06/2008","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","09/23/2008","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","09/10/2009","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","01/13/2010","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","05/25/2010","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","01/19/2011","4-501.114 /No"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","05/15/2012","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Followup","10/03/2012","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","05/15/2013","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","09/30/2013","None"
"A.I. Dupont Hospital - Patient Services","1500 Rockland Road","Wilmington","19803","New Castle County","Routine","01/28/2014","3-501.16 /No, 3-501.18 /No"
"A.I. Dupont Hospital For Children","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","03/06/2007","4-601.11 , 5-205.15"
"A.I. Dupont Hospital For Children","1600 Rockland Road","Wilmington","19803","New Castle County","Followup","03/16/2007","None"
"A.I. Dupont Hospital For Children","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","05/23/2007","2-301.14 , 3-501.16"
"A.I. Dupont Hospital For Children","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","11/08/2007","None"
"A.I. Dupont Hospital For Children","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","05/08/2008","3-302.11 /No"
"A.I. Dupont Hospital For Children","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","11/14/2008","None"
"A.I. Dupont Hospital For Children","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","05/25/2010","None"
"A.I. Dupont Hospital For Children","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","05/15/2012","3-301.12 /Yes"
"A.I. Dupont Hospital For Children","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","05/15/2013","3-501.16 /Yes, 3-501.17 /No, 4-203.12 /Yes, 3-302.11 /No"
"A.I. Dupont Hospital For Children - Jazzman's","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","05/25/2010","None"
"A.I. Dupont Hospital For Children - Jazzman's","1600 Rockland Road","Wilmington","19803","New Castle County","Routine","11/09/2010","None"
"AAA-Mid Atlantic","200 Commerce Drive","Newark","19702","New Castle County","Routine","01/24/2007","None"
"AAA-Mid Atlantic","200 Commerce Drive","Newark","19702","New Castle County","Routine","10/26/2007","3-501.16 /Yes"
"AAA-Mid Atlantic","200 Commerce Drive","Newark","19702","New Castle County","Routine","11/12/2008","None"
"AAA-Mid Atlantic","200 Commerce Drive","Newark","19702","New Castle County","Routine","06/06/2011","None"
"AAA-Mid Atlantic New Operation Center (N119189)","200 Commerce Dr.","Newark","19713","New Castle County","Routine","01/04/2012","None"
"AAA-Mid Atlantic New Operation Center (N119189)","200 Commerce Dr.","Newark","19713","New Castle County","Routine","07/09/2012","3-301.12 /Yes"
"AAA-Mid Atlantic New Operation Center (N119189)","200 Commerce Dr.","Newark","19713","New Castle County","Routine","12/14/2012","None"
"AAA-Mid Atlantic New Operation Center (N119189)","200 Commerce Dr.","Newark","19713","New Castle County","Routine","06/17/2013","None"
"AAA-Mid Atlantic New Operation Center (N119189)","200 Commerce Dr.","Newark","19713","New Castle County","Routine","12/12/2013","None"
"AAA-Mid Atlantic New Operation Center (N119189)","200 Commerce Dr.","Newark","19713","New Castle County","Routine","07/02/2014","3-501.17 /Yes, 6-301.11 /Yes"
"AAA-Mid Atlantic New Operation Center (N119189)","200 Commerce Dr.","Newark","19713","New Castle County","Routine","01/05/2015","None"
"AAA-Mid Atlantic New Operation Center (N119189)","200 Commerce Dr.","Newark","19713","New Castle County","Routine","07/14/2015","4-5012.11 /No"
"Abarrotas Guerrero","1000 Lancaster Pike","Wilmington","19805","New Castle County","Routine","04/07/2008","None"
"Abarrotas Guerrero","1000 Lancaster Pike","Wilmington","19805","New Castle County","Routine","06/01/2009","None"
"Abarrotis Lena","527 S Jackson St","Wilmington","19805","New Castle County","Routine","01/13/2011","None"
"Abbott's Grill","249 NE Front Street","Milford","19963","Kent","Other","11/25/2009","None"
"Abbott's Grill","249 NE Front Street","Milford","19963","Kent","Routine","07/02/2010","None"
"Abbott's Grill","249 NE Front Street","Milford","19963","Kent","Routine","12/30/2010","None"
"Abbott's Grill","249 NE Front Street","Milford","19963","Kent","Routine","12/27/2011","None"
"Abbott's Grill","249 NE Front Street","Milford","19963","Kent","Routine","12/11/2012","None"
"Abbott's Grill","249 NE Front Street","Milford","19963","Kent","Routine","06/14/2013","None"
"Abbott's Grill","249 NE Front Street","Milford","19963","Kent","Routine","07/24/2014","None"
"Abbott's Grill","249 NE Front Street","Milford","19963","Kent","Complaint","12/02/2014","None"
"Abbott's on Broad Creek (S130252)","300 Delaware Ave.","Laurel","19956","Sussex","Routine","12/16/2013","3-501.16 /No, 4-302.14 /No, 6-301.12 /No"
"Abbott's on Broad Creek (S130252)","300 Delaware Ave.","Laurel","19956","Sussex","Followup","12/26/2013","None"
"Abbott's on Broad Creek (S130252)","300 Delaware Ave.","Laurel","19956","Sussex","Routine","11/20/2014","None"
"Abbott's on Broad Creek (S130252)","300 Delaware Ave.","Laurel","19956","Sussex","Routine","05/12/2015","7-204.11 /Yes, 4-703.11 /Yes, 3-301.12 /Yes"
"ABC Cafe (N140397)","2200 Concord Pike","Wilmington","19803","New Castle County","Routine","04/10/2014","None"
"ABC Cafe (N140397)","2200 Concord Pike","Wilmington","19803","New Castle County","Routine","10/15/2014","3-501.19 /No, 3-302.13 /No, 5-304.11 /No, 3-502.11 /No, 5-101.12 /No, 3-801.11 /No"
"ABC Cafe (N140397)","2200 Concord Pike","Wilmington","19803","New Castle County","Followup","10/22/2014","None"
"ABC Cafe (N140397)","2200 Concord Pike","Wilmington","19803","New Castle County","Routine","04/27/2015","3-501.19 /No"
"ABC Cafe (N140397)","2200 Concord Pike","Wilmington","19803","New Castle County","Followup","05/04/2015","None"
"Abe's Market","1108 South College Avenue","Newark","19713","New Castle County","Followup","09/02/2009","None"
"Absalom Jones Senior Center","310 Kiamensi Road","Wilmington","19804","New Castle County","Routine","01/29/2009","None"
"Absalom Jones Senior Center","310 Kiamensi Road","Wilmington","19804","New Castle County","Routine","07/29/2009","4-501.114 /No"
"Absalom Jones Senior Center","310 Kiamensi Road","Wilmington","19804","New Castle County","Routine","01/21/2010","None"
"Absalom Jones Senior Center","310 Kiamensi Road","Wilmington","19804","New Castle County","Routine","07/22/2010","None"
"Absalom Jones Senior Center","310 Kiamensi Road","Wilmington","19804","New Castle County","Routine","06/21/2011","None"
"Absalom Jones Senior Center","310 Kiamensi Road","Wilmington","19804","New Castle County","Routine","06/11/2012","None"
"Absalom Jones Senior Center","310 Kiamensi Road","Wilmington","19804","New Castle County","Routine","06/03/2013","None"
"Absalom Jones Senior Center","310 Kiamensi Road","Wilmington","19804","New Castle County","Routine","06/01/2015","None"
"Abstractions","203 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","10/18/2007","None"
"Abstractions","203 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","03/14/2008","None"
"Abstractions","203 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Followup","04/17/2008","None"
"Abstractions","203 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","10/24/2008","None"
"Abstractions Catering","2 Postal Lane","Lewes","19958","Sussex","Routine","04/05/2007","None"
"Abstractions Catering","34521 Postal Lane","Lewes","19958","Sussex","Routine","04/08/2008","3-501.17 /No"
"Abstractions Catering","34521 Postal Lane","Lewes","19958","Sussex","Followup","04/15/2008","None"
"Abstractions Catering","34521 Postal Lane","Lewes","19958","Sussex","Routine","03/30/2009","None"
"Abstractions Catering","34521 Postal Lane","Lewes","19958","Sussex","Routine","03/31/2010","3-101.11 /No, 3-302.11 /No, 4-501.114 /No"
"Abstractions Catering","34521 Postal Lane","Lewes","19958","Sussex","Followup","12/09/2010","None"
"Abstractions Sushi Bar & Rest","203 Rehoboth Ave","Rehoboth Beach","19971","Sussex","Followup","04/17/2008","None"
"Abstractions Sushi Bar & Rest","203 Rehoboth Ave","Rehoboth Beach","19971","Sussex","Routine","10/24/2008","None"
"Abstractions Sushi Bar & Rest","203 Rehoboth Ave","Rehoboth Beach","19971","Sussex","Routine","04/23/2009","None"
"Academy Convenience & Deli","652 West Chestnut Hill Road","Newark","19713","New Castle County","Routine","12/06/2007","None"
"Academy Convenience & Deli","652 West Chestnut Hill Road","Newark","19713","New Castle County","Routine","02/23/2009","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","04/25/2007","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","11/19/2007","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","05/12/2008","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","11/19/2008","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","04/21/2009","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","12/18/2009","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","05/25/2010","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","10/26/2010","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","10/13/2011","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","04/17/2012","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","10/11/2012","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","04/22/2013","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","09/09/2013","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","10/03/2014","None"
"Academy of Dover Charter School","104 Saulsbury Road","Dover","19904","Kent","Routine","03/27/2015","None"
"Accenture","1801 Augustine Cut-Off","Wilmington","19803","New Castle County","Routine","02/20/2007","3-501.16 , 4-602.11"
"Accenture","1801 Augustine Cut-Off","Wilmington","19803","New Castle County","Followup","03/01/2007","None"
"Accenture","1801 Augustine Cut-Off","Wilmington","19803","New Castle County","Routine","02/25/2008","None"
"Accenture","1801 Augustine Cut-Off","Wilmington","19803","New Castle County","Routine","04/30/2012","4-204.111 /No, 5-204.11 /No, 3-502.12 /No"
"ACE Sushi @ Safeway #4030 (N130306)","2400 Peoples Plaza","Newark","19702","New Castle County","Routine","12/30/2013","None"
"ACE Sushi @ Safeway #4030 (N130306)","2400 Peoples Plaza","Newark","19702","New Castle County","Routine","06/30/2014","None"
"ACE Sushi @ Safeway #4030 (N130306)","2400 Peoples Plaza","Newark","19702","New Castle County","Routine","12/08/2014","None"
"ACE Sushi @ Safeway #4030 (N130306)","2400 Peoples Plaza","Newark","19702","New Castle County","Routine","06/08/2015","None"
"ACE Sushi @ Safeway #4030 (N130306)","2400 Peoples Plaza","Newark","19702","New Castle County","Followup","07/29/2015","None"
"Ace Sushi @ Safeway 2706 (S140435)","19266 Coastal Hwy.","Rehoboth Beach","19971","Sussex","Other","05/19/2014","None"
"Ace Sushi @ Safeway 2706 (S140435)","19266 Coastal Hwy.","Rehoboth Beach","19971","Sussex","Routine","06/20/2014","None"
"Ace Sushi @ Safeway 2706 (S140435)","19266 Coastal Hwy.","Rehoboth Beach","19971","Sussex","Routine","02/25/2015","None"
"Ace Sushi @ Safeway 3040 (N140400)","2522 Foulk Rd.","Wilmington","19810","New Castle County","Routine","04/16/2014","None"
"Ace Sushi @ Safeway 3040 (N140400)","2522 Foulk Rd.","Wilmington","19810","New Castle County","Routine","12/08/2014","None"
"Ace Sushi @Giant 387 (S130086)","19312 Lighthouse Plaza Blvd.","Rehoboth Beach","19971","Sussex","Other","06/07/2013","None"
"Ace Sushi @Giant 387 (S130086)","19312 Lighthouse Plaza Blvd.","Rehoboth Beach","19971","Sussex","Routine","09/06/2013","None"
"Ace Sushi @Giant 387 (S130086)","19312 Lighthouse Plaza Blvd.","Rehoboth Beach","19971","Sussex","Routine","02/28/2014","None"
"Ace Sushi @Giant 387 (S130086)","19312 Lighthouse Plaza Blvd.","Rehoboth Beach","19971","Sussex","Routine","02/19/2015","None"
"Ace Wilmington","1 Beaver Valley Road","Wilmington","19803","New Castle County","Routine","04/26/2007","4-501.114"
"Acme #7816 (N035412)","460 E Main St.","Middletown","19709","New Castle County","Complaint","07/27/2012","None"
