Establishments,Address,City,Zip,Longitude,Latitude,County,Type,Date,Violations/COS
Adrian Tropica,1701 4th Street,Wilmington,19805,-75.56946599999999,39.748056,New Castle County,Routine,11/01/2011,6-301.12 /Yes
Adrian Tropica,1701 4th Street,Wilmington,19805,-75.56946599999999,39.748056,New Castle County,Routine,04/23/2012,"3-301.12 /Yes, 3-501.16 /Yes"
Adrian Tropica,1701 4th Street,Wilmington,19805,-75.56946599999999,39.748056,New Castle County,Routine,10/05/2012,"3-301.12 /No, 5-403.11 /No"
Adrian Tropica,1701 4th Street,Wilmington,19805,-75.56946599999999,39.748056,New Castle County,Followup,10/12/2012,None
Adrian Tropica,1701 4th Street,Wilmington,19805,-75.56946599999999,39.748056,New Castle County,Routine,04/03/2013,"5-403.11 /No, 5-403.11 /No, 3-501.16 /No"
Adrian Tropica,1701 4th Street,Wilmington,19805,-75.56946599999999,39.748056,New Castle County,Followup,04/10/2013,None
Adrian Tropica,1701 4th Street,Wilmington,19805,-75.56946599999999,39.748056,New Castle County,Routine,10/04/2013,None
Adrian Tropica,1701 4th Street,Wilmington,19805,-75.56946599999999,39.748056,New Castle County,Routine,12/09/2013,None
Adrian Tropica,1701 4th Street,Wilmington,19805,-75.56946599999999,39.748056,New Castle County,Routine,12/09/2013,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Routine,03/02/2007,"2-201.11 , 3-403.11 , 3-501.17 , 6-501.111"
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Followup,03/15/2007,"2-201.11 , 3-501.17 , 6-501.111"
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Followup,03/30/2007,2-201.11
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Followup,04/05/2007,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Routine,06/25/2008,"2-401.11 /No, 3-301.11 /Yes, 3-501.17 /No, 7-301.11 /No"
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Followup,07/02/2008,"3-501.17 /No, 7-301.11 /No"
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Followup,07/10/2008,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Routine,08/19/2009,"2-201.11 /No, 3-501.14 /No, 3-501.16 /No, 7-301.11 /Yes"
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Followup,08/26/2009,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Other,03/08/2010,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Routine,04/01/2010,5-202.13 /No
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Followup,04/08/2010,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Routine,06/28/2011,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Complaint,10/17/2011,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Routine,06/27/2012,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Routine,06/27/2013,"3-501.16 /No, 2-201.11 /No"
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Routine,07/12/2013,None
Adriatico Restaurant & Caf��,30 Baltimore Avenue,Rehoboth Beach,19971,-75.07887,38.7170864,Sussex,Routine,07/02/2014,None
Adriatico Ristorante & Seafood Caf��,22 Midway Shopping Center,Rehoboth Beach,19971,-75.07601369999999,38.7209454,Sussex,Followup,01/12/2007,"2-201.11 , 4-501.114"
Adriatico Ristorante & Seafood Caf��,22 Midway Shopping Center,Rehoboth Beach,19971,-75.07601369999999,38.7209454,Sussex,Followup,01/23/2007,None
Adriatico Ristorante & Seafood Caf��,22 Midway Shopping Center,Rehoboth Beach,19971,-75.07601369999999,38.7209454,Sussex,Complaint,07/25/2007,4-601.11 /Yes
Adriatico Ristorante & Seafood Caf��,22 Midway Shopping Center,Rehoboth Beach,19971,-75.07601369999999,38.7209454,Sussex,Routine,02/28/2008,None
Adriatico Ristorante & Seafood Caf��,22 Midway Shopping Center,Rehoboth Beach,19971,-75.07601369999999,38.7209454,Sussex,Routine,08/12/2008,3-501.16 /Yes
Adriatico Ristorante & Seafood Caf��,22 Midway Shopping Center,Rehoboth Beach,19971,-75.07601369999999,38.7209454,Sussex,Followup,08/21/2008,None
Adriatico Ristorante & Seafood Caf��,22 Midway Shopping Center,Rehoboth Beach,19971,-75.07601369999999,38.7209454,Sussex,Routine,02/12/2009,None
Adriatico Ristorante & Seafood Caf��,22 Midway Shopping Center,Rehoboth Beach,19971,-75.07601369999999,38.7209454,Sussex,Routine,08/26/2009,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Routine,05/22/2007,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Routine,12/10/2007,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Routine,11/20/2008,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Routine,06/02/2009,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Routine,12/03/2009,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Routine,11/29/2010,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Routine,12/14/2011,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Complaint,12/20/2011,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Routine,11/20/2012,None
Aetna Hose Hook & Ladder Company,410 Ogletown Road,Newark,19711,-75.7354261,39.6851697,New Castle County,Routine,10/31/2014,"7-204.14 /Yes, 5-101.11 /Yes"
AFC Sushi @ Cafe Renaissance (N130241),974 Centre Rd. Bldg 730,Wilmington,19805,-75.6051119,39.7554032,New Castle County,Routine,12/02/2013,None
AFC Sushi @ Cafe Renaissance (N130241),974 Centre Rd. Bldg 730,Wilmington,19805,-75.6051119,39.7554032,New Castle County,Routine,06/09/2014,5-204.11 /Yes
AFC Sushi @ Cafe Renaissance (N130241),974 Centre Rd. Bldg 730,Wilmington,19805,-75.6051119,39.7554032,New Castle County,Followup,12/09/2014,None
Afifa's Caribbean Restaurant,1609 Northeast Boulevard,Wilmington,19802,-75.5321,39.746044,New Castle County,Routine,10/16/2007,None
Afifa's Caribbean Restaurant,1609 Northeast Boulevard,Wilmington,19802,-75.5321,39.746044,New Castle County,Routine,10/10/2008,None
Afishionado Seafood Market,19730 Coastal Highway,Rehoboth Beach,19971,-75.1119432,38.7166501,Sussex,Other,01/09/2007,None
Afishionado Seafood Market,19730 Coastal Highway,Rehoboth Beach,19971,-75.1119432,38.7166501,Sussex,Routine,01/10/2008,None
Africa Mama Restaurant (K129797),310 N Main St.,Smyrna,19977,-75.61025339999999,39.304421,Kent,Other,09/19/2012,None
Africa Mama Restaurant (K129797),310 N Main St.,Smyrna,19977,-75.61025339999999,39.304421,Kent,Routine,11/30/2012,None
Africa Mama Restaurant (K129797),310 N Main St.,Smyrna,19977,-75.61025339999999,39.304421,Kent,Routine,05/23/2013,None
African Fusion (N130231),110 Troubadour Way,Newark,19702,-75.6650665,39.6426149,New Castle County,Routine,04/25/2014,None
African Fusion (N130231),110 Troubadour Way,Newark,19702,-75.6650665,39.6426149,New Castle County,Routine,10/24/2014,None
African Fusion (N130231),110 Troubadour Way,Newark,19702,-75.6650665,39.6426149,New Castle County,Routine,04/09/2015,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Other,03/04/2008,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Routine,09/24/2008,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Followup,10/02/2008,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Routine,03/10/2009,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Routine,09/16/2009,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Routine,03/17/2010,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Routine,10/01/2010,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Followup,12/13/2011,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Routine,07/02/2012,None
Agave,136 Second Street,Lewes,19958,-75.1394811,38.7752448,Sussex,Routine,03/14/2013,"3-501.14 /No, 3-403.11 /No, 2-102.11 /No, 4-501.114 /No"
Agave (S130035),135 Swecond St.,Lewes,19958,-75.13996999999999,38.775651,Sussex,Routine,06/23/2014,6-501.111 /No
Agave (S130035),135 Swecond St.,Lewes,19958,-75.13996999999999,38.775651,Sussex,Complaint,08/06/2014,None
Agave (S130035),135 Swecond St.,Lewes,19958,-75.13996999999999,38.775651,Sussex,Routine,12/16/2014,None
Agave (S130035),135 Second St.,Lewes,19958,-75.13996999999999,38.775651,Sussex,Routine,07/22/2015,"6-501.15 /No, 5-205.15 /No"
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,02/16/2007,7-201.11
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,02/07/2008,"3-501.16 /Yes, 3-501.17 /Yes"
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Followup,02/13/2009,"3-501.16 /No, 3-501.17 /Yes"
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,08/06/2009,"3-501.16 /Yes, 3-501.17 /Yes, 4-602.11 /Yes"
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,02/02/2010,3-501.14 /Yes
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,08/05/2010,"3-501.16 /Yes, 4-703.11 /No"
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Followup,08/11/2010,None
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,02/17/2011,None
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,11/10/2011,"3-304.11 /No, 5-205.11 /No, 3-501.16 /Yes"
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Followup,11/17/2011,None
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Other,03/15/2012,None
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,04/24/2012,"5-403.11 /No, 3-501.16 /No, 4-702.11 /No, 4-204.111 /No"
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,10/05/2012,5-403.11 /No
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,04/08/2013,None
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,04/10/2014,"3-501.16 /No, 3-501.17 /No"
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Followup,04/17/2014,None
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,10/09/2014,None
Agilent Technolgies,2850 Centerville Road,Wilmington,19808,-75.6221084,39.7578707,New Castle County,Routine,06/26/2015,None
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,10/18/2007,None
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,02/18/2009,None
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,09/01/2009,"3-501.14 /No, 3-501.16 /No, 3-501.17 /No, 4-602.11 /No"
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Followup,09/29/2009,None
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,02/15/2010,"3-302.11 /No, 3-304.11 /No, 3-501.16 /No, 3-501.17 /No, 4-601.11 /No, 7-201.11 /No"
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Followup,02/22/2010,None
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,08/19/2010,"3-301.11 /Yes, 3-302.11 /No, 3-501.16 /No, 3-501.17 /No, 4-601.11 /No"
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Followup,08/26/2010,None
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,01/26/2012,"3-301.12 /Yes, 5-403.11 /Yes, 3-501.16 /Yes"
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,07/09/2012,3-501.16 /Yes
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,12/14/2012,"5-403.11 /Yes, 3-203.12 /Yes"
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,06/17/2013,"3-301.11 /Yes, 3-501.17 /Yes, 3-302.11 /Yes"
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,12/16/2013,"3-302.11 /Yes, 6-301.12 /Yes"
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,07/02/2014,None
Agostinos Pizza,65 Marrows Road,Newark,19713,-75.7269472,39.665247,New Castle County,Routine,01/20/2015,"5-101.11 /Yes, 5-101.11 /Yes"
AI DuPont Retail (N140614),1600 Rockland Rd.,Wilmington,19803,-75.5551614,39.7793274,New Castle County,Routine,06/03/2015,4-703.11 /No
AIG,600 King Street,Wilmington,19801,-75.5481913,39.7414504,New Castle County,Routine,09/13/2007,"2-301.12 /Yes, 3-501.17 /Yes"
AIG,600 King Street,Wilmington,19801,-75.5481913,39.7414504,New Castle County,Routine,10/07/2008,"3-302.11 /Yes, 3-501.17 /Yes"
AIG,600 King Street,Wilmington,19801,-75.5481913,39.7414504,New Castle County,Routine,04/08/2009,None
AIG,600 King Street,Wilmington,19801,-75.5481913,39.7414504,New Castle County,Routine,10/28/2009,None
AIG,600 King Street,Wilmington,19801,-75.5481913,39.7414504,New Castle County,Routine,04/30/2010,3-501.16 /Yes
AIG,600 King Street,Wilmington,19801,-75.5481913,39.7414504,New Castle County,Routine,10/25/2010,4-602.11 /Yes
AIGM,3 Beaver Valley Road,Wilmington,19803,-75.54786539999999,39.8312111,New Castle County,Routine,01/18/2008,3-501.16 /Yes
AIGM,3 Beaver Valley Road,Wilmington,19803,-75.54786539999999,39.8312111,New Castle County,Routine,01/22/2009,None
AIGM,3 Beaver Valley Road,Wilmington,19803,-75.54786539999999,39.8312111,New Castle County,Routine,08/11/2009,None
AIGM,3 Beaver Valley Road,Wilmington,19803,-75.54786539999999,39.8312111,New Castle County,Routine,02/19/2010,None
Airport Speedway,Airport Drive,New Castle,19720,-75.6216807,39.6812718,New Castle County,Routine,03/24/2007,None
Airport Speedway,Airport Drive,New Castle,19720,-75.6216807,39.6812718,New Castle County,Routine,09/20/2008,None
Airport Speedway,Airport Drive,New Castle,19720,-75.6216807,39.6812718,New Castle County,Routine,05/01/2010,None
Airport Speedway,Airport Drive,New Castle,19720,-75.6216807,39.6812718,New Castle County,Routine,08/06/2011,None
Airport Speedway,Airport Drive,New Castle,19720,-75.6216807,39.6812718,New Castle County,Routine,07/21/2012,None
Airport Speedway,Airport Drive,New Castle,19720,-75.6216807,39.6812718,New Castle County,Routine,07/20/2013,3-501.16 /Yes
Airport Speedway,Airport Drive,New Castle,19720,-75.6216807,39.6812718,New Castle County,Routine,08/09/2014,None
Airport Speedway,Airport Drive,New Castle,19720,-75.6216807,39.6812718,New Castle County,Routine,08/08/2015,3-501.19 /Yes
Akwaba Restaurant (N140646),111 W 8th St.,Wilmington,19801,-75.55022079999999,39.7439775,New Castle County,Other,10/16/2014,None
Akwaba Restaurant (N140646),111 W 8th St.,Wilmington,19801,-75.55022079999999,39.7439775,New Castle County,Routine,01/28/2015,"6-501.111 /No, 5-304.11 /No"
Akwaba Restaurant (N140646),111 W 8th St.,Wilmington,19801,-75.55022079999999,39.7439775,New Castle County,Followup,02/04/2015,None
Al's Country Store,"Road 2, Box 57-1",Greenwood,19950,-75.59131529999999,38.8070578,Sussex,Routine,01/17/2007,None
Al's Country Store,"Road 2, Box 57-1",Greenwood,19950,-75.59131529999999,38.8070578,Sussex,Routine,09/07/2007,None
Al's Country Store,"Road 2, Box 57-1",Greenwood,19950,-75.59131529999999,38.8070578,Sussex,Routine,09/05/2008,None
Al's Country Store,"Road 2, Box 57-1",Greenwood,19950,-75.59131529999999,38.8070578,Sussex,Routine,09/03/2009,None
Al's Country Store,"Road 2, Box 57-1",Greenwood,19950,-75.59131529999999,38.8070578,Sussex,Routine,09/23/2010,None
Al's Country Store,"Road 2, Box 57-1",Greenwood,19950,-75.59131529999999,38.8070578,Sussex,Routine,10/08/2012,None
Al's Country Store,"Road 2, Box 57-1",Greenwood,19950,-75.59131529999999,38.8070578,Sussex,Routine,09/17/2013,None
Al's Country Store,"Road 2, Box 57-1",Greenwood,19950,-75.59131529999999,38.8070578,Sussex,Routine,02/13/2014,None
Al's Country Store,"Road 2, Box 57-1",Greenwood,19950,-75.59131529999999,38.8070578,Sussex,Routine,02/11/2015,None
Alan's B-B-Q,5 Fleming Lane,Hockessin,19707,-75.701385,39.783882,New Castle County,Routine,07/10/2007,None
Aldergate United Methodist Church,2313 Concord Pike,Wilmington,19803,-75.54632050000001,39.7930531,New Castle County,Routine,04/23/2007,None
Aldergate United Methodist Church,2313 Concord Pike,Wilmington,19803,-75.54632050000001,39.7930531,New Castle County,Routine,04/14/2008,3-501.18 /Yes
Aldergate United Methodist Church,2313 Concord Pike,Wilmington,19803,-75.54632050000001,39.7930531,New Castle County,Routine,03/20/2009,None
Aldergate United Methodist Church,2313 Concord Pike,Wilmington,19803,-75.54632050000001,39.7930531,New Castle County,Followup,09/23/2009,None
Aldergate United Methodist Church,2313 Concord Pike,Wilmington,19803,-75.54632050000001,39.7930531,New Castle County,Routine,03/01/2010,None
Aldergate United Methodist Church,2313 Concord Pike,Wilmington,19803,-75.54632050000001,39.7930531,New Castle County,Routine,03/12/2012,None
Aldergate United Methodist Church,2313 Concord Pike,Wilmington,19803,-75.54632050000001,39.7930531,New Castle County,Routine,06/11/2013,None
Aldergate United Methodist Church,2313 Concord Pike,Wilmington,19803,-75.54632050000001,39.7930531,New Castle County,Routine,06/17/2014,None
Aldergate United Methodist Church,2313 Concord Pike,Wilmington,19803,-75.54632050000001,39.7930531,New Castle County,Routine,06/16/2015,None
Alethia School,91 Salem Church Road,Newark,19713,-75.6972749,39.6714299,New Castle County,Routine,03/26/2007,None
Alethia School,91 Salem Church Road,Newark,19713,-75.6972749,39.6714299,New Castle County,Routine,10/10/2007,None
Alethia School,91 Salem Church Road,Newark,19713,-75.6972749,39.6714299,New Castle County,Routine,03/14/2008,None
Alethia School,91 Salem Church Road,Newark,19713,-75.6972749,39.6714299,New Castle County,Routine,10/20/2008,None
Alethia School,91 Salem Church Road,Newark,19713,-75.6972749,39.6714299,New Castle County,Routine,03/23/2009,None
Alethia School,91 Salem Church Road,Newark,19713,-75.6972749,39.6714299,New Castle County,Routine,08/12/2009,None
Alethia School,91 Salem Church Road,Newark,19713,-75.6972749,39.6714299,New Castle County,Routine,03/18/2010,None
Alethia School,91 Salem Church Road,Newark,19713,-75.6972749,39.6714299,New Castle County,Routine,09/23/2010,None
Alethia School and Day Care Center,91 Salem Church Road,Newark,19713,-75.6972749,39.6714299,New Castle County,Routine,10/10/2007,None
Alex's Hot Dogs,606 Old Baltimore Pike,Newark,19702,-75.707478,39.646949,New Castle County,Routine,07/07/2008,None
Alex's Hot Dogs,851 Old Baltimore Pike,Newark,19702,-75.7283829,39.643026,New Castle County,Routine,06/25/2009,None
Alex's Hot Dogs,851 Old Baltimore Pike,Newark,19702,-75.7283829,39.643026,New Castle County,Routine,06/17/2010,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,01/12/2007,"3-501.14 , 3-501.16"
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,03/28/2008,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,11/14/2008,5-205.15 /No
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,05/08/2009,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,12/04/2009,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,06/25/2010,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,06/03/2011,3-501.16 /No
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,12/01/2011,4-302.14 /No
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,12/09/2011,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,06/01/2012,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,12/20/2012,3-501.14 /Yes
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,01/18/2013,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,07/05/2013,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,01/17/2014,4-302.14 /No
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,01/24/2014,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,07/25/2014,None
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,01/16/2015,3-501.19 /Yes
Alex's Seafood & Bar-B-Que,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,08/07/2015,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,02/15/2008,"3-301.11 /No, 3-501.16 /No, 5-205.15 /No"
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,03/08/2008,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,01/30/2009,3-501.16 /No
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,02/13/2009,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,05/08/2009,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,07/17/2009,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,01/08/2010,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,07/02/2010,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,12/10/2010,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,12/21/2010,3-501.16 /Yes
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,12/02/2011,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,06/01/2012,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,12/07/2012,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,06/21/2013,6-301.11 /No
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,06/28/2013,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,01/17/2014,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,06/27/2014,5-204.11 /Yes
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,01/09/2015,"6-501.111 /No, 5-304.11 /No"
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Followup,01/30/2015,None
Alex's Seafood Restaurant & Clam Bar,New Castle Farmers Market,New Castle,19720,-75.5668166,39.6620397,New Castle County,Routine,07/31/2015,None
Alex's Snowballs,851 Old Baltimore Pike,Newark,19702,-75.7283829,39.643026,New Castle County,Routine,06/13/2007,None
Alex's Snowballs,851 Old Baltimore Pike,Newark,19702,-75.7283829,39.643026,New Castle County,Complaint,08/20/2007,None
Alex's Snowballs,851 Old Baltimore Pike,Newark,19702,-75.7283829,39.643026,New Castle County,Routine,06/26/2008,None
Alex's Snowballs,851 Old Baltimore Pike,Newark,19702,-75.7283829,39.643026,New Castle County,Routine,06/25/2009,None
